"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"7087",4,4,3,1,8,2,1,2,1,2,1,2,3,7,8,1,3,2,1,8,5,5
"7088",4,3,3,1,8,2,1,2,1,2,1,3,2,7,8,1,3,2,1,8,5,3
"7089",4,1,4,1,6,2,2,1,3,1,1,3,3,8,8,1,3,3,5,8,3,2
"7090",3,3,5,1,6,1,1,1,6,1,1,3,3,6,6,1,1,2,5,4,5,3
"7091",3,4,5,1,5,2,1,1,11,1,3,2,4,2,2,1,3,1,4,8,2,1
"7092",4,3,3,1,8,2,1,2,1,2,1,3,2,8,7,1,3,2,1,8,5,1
"7093",3,3,5,1,3,2,1,2,1,2,1,2,2,8,8,1,3,2,1,8,5,3
"7094",4,4,5,1,3,2,1,2,1,2,1,2,2,8,7,1,3,2,1,8,5,5
"7095",4,3,3,1,9,2,1,2,1,2,1,3,3,8,7,1,3,2,1,8,5,3
"7096",4,4,5,1,9,2,1,2,1,2,1,3,3,8,8,1,3,2,1,8,5,5
"7097",4,4,5,1,9,2,1,2,1,2,1,3,2,8,7,1,3,2,1,8,5,3
"7098",6,1,4,1,6,2,2,1,3,1,1,2,2,8,8,1,3,3,5,8,3,2
"7099",4,4,3,1,3,2,1,2,1,2,1,2,2,8,7,1,3,2,1,8,5,5
"7100",6,4,2,1,5,1,1,1,12,1,3,2,4,2,2,1,3,1,4,8,2,1
"7101",4,4,3,1,8,2,1,2,1,2,1,2,2,8,7,1,3,2,1,8,5,5
"7102",4,4,3,1,8,2,1,2,1,2,1,2,2,7,8,1,3,2,1,8,5,3
"7103",1,3,9,1,6,2,2,1,8,1,1,3,2,8,8,1,3,3,5,8,4,2
"7104",4,3,5,1,9,2,1,2,1,2,1,2,2,7,8,1,3,2,1,8,5,1
"7105",6,3,3,1,9,2,1,2,1,2,1,3,2,7,7,1,3,2,1,8,5,5
"7106",3,4,5,1,3,2,1,2,1,2,1,2,3,7,8,1,3,2,1,8,5,3
"7107",3,3,3,1,9,2,1,2,1,2,1,2,2,7,7,1,3,2,1,8,5,5
"7108",4,4,3,1,3,2,1,2,1,2,1,3,2,7,8,1,3,2,1,8,5,1
"7109",4,4,3,1,3,2,1,2,1,2,1,2,3,8,7,1,3,2,1,8,5,1
"7110",1,1,9,1,6,2,2,1,11,1,1,3,3,8,8,1,3,3,5,8,3,2
"7111",4,4,5,1,5,1,1,1,11,1,3,2,4,2,2,1,3,1,4,8,2,1
"7112",3,4,3,1,9,2,1,2,1,2,1,2,3,7,8,1,3,2,1,8,5,1
"7113",4,3,5,1,3,2,1,2,1,2,1,3,2,8,7,1,3,2,1,8,5,5
"7114",4,4,5,1,3,2,1,2,1,2,1,2,3,8,7,1,3,2,1,8,5,5
"7115",6,3,3,1,8,2,1,2,1,2,1,2,2,8,8,1,3,2,1,8,5,3
"7116",6,4,4,2,6,2,1,1,11,1,2,3,3,8,8,1,3,3,5,8,5,5
"7117",3,3,5,1,9,2,1,2,1,2,1,2,3,7,8,1,3,2,1,8,5,1
"7118",4,4,3,1,9,2,1,2,1,2,1,2,3,8,8,1,3,2,1,8,5,5
"7119",4,1,9,1,6,2,2,1,11,1,1,2,2,8,8,1,3,3,5,8,3,2
"7120",6,3,5,1,8,2,1,2,1,2,1,2,3,7,7,1,3,2,1,8,5,1
"7121",4,4,5,1,9,2,1,2,1,2,1,3,3,7,8,1,3,2,1,8,5,1
"7122",6,3,3,1,8,2,1,2,1,2,1,3,3,7,8,1,3,2,1,8,5,1
"7123",4,3,9,1,6,2,2,1,11,1,1,3,2,8,8,1,3,3,5,8,3,2
"7124",3,4,5,1,8,2,1,2,1,2,1,3,3,8,7,1,3,2,1,8,5,5
"7125",4,3,3,1,8,2,1,2,1,2,1,2,2,8,7,1,3,2,1,8,5,5
"7126",4,3,3,1,9,2,1,2,1,2,1,2,2,8,8,1,3,2,1,8,5,5
"7127",3,4,3,1,3,2,1,2,1,2,1,3,2,7,7,1,3,2,1,8,5,3
"7128",3,3,5,1,6,1,1,1,6,1,1,3,3,6,6,1,1,2,5,9,5,3
"7129",3,4,5,1,9,2,1,2,1,2,1,2,2,7,8,1,3,2,1,8,5,1
"7130",4,4,3,1,9,2,1,2,1,2,1,3,3,7,8,1,3,2,1,8,5,1
"7131",4,3,3,1,9,2,1,2,1,2,1,3,2,8,8,1,3,2,1,8,5,1
"7132",4,3,3,1,3,2,1,2,1,2,1,3,2,7,8,1,3,2,1,8,5,3
"7133",1,3,5,1,6,1,1,1,7,1,1,3,3,6,6,1,2,2,5,1,5,3
"7134",4,3,4,1,6,2,2,1,8,1,1,2,2,8,8,1,3,3,5,8,4,2
"7135",6,3,5,1,6,1,1,1,6,1,1,3,3,6,6,1,2,2,5,4,5,3
"7136",6,1,4,1,6,2,2,1,8,1,1,2,2,8,8,1,3,3,5,8,3,2
"7137",4,3,3,1,9,2,1,2,1,2,1,3,3,8,7,1,3,2,1,8,5,1
"7138",3,4,3,1,3,2,1,2,1,2,1,3,2,8,7,1,3,2,1,8,5,1
"7139",4,3,5,1,8,2,1,2,1,2,1,2,2,7,8,1,3,2,1,8,5,1
"7140",4,3,5,1,9,2,1,2,1,2,1,2,3,7,8,1,3,2,1,8,5,5
"7141",1,3,9,1,6,2,2,1,8,1,1,2,3,8,8,1,3,3,5,8,3,2
"7142",3,3,5,1,8,2,1,2,1,2,1,3,3,7,7,1,3,2,1,8,5,1
"7143",1,1,4,1,6,2,2,1,8,1,1,3,2,8,8,1,3,3,5,8,3,2
"7144",6,3,5,1,3,2,1,2,1,2,1,2,3,8,8,1,3,2,1,8,5,1
"7145",6,4,3,1,3,2,1,2,1,2,1,3,2,8,8,1,3,2,1,8,5,3
"7146",3,4,2,1,5,2,1,1,11,1,3,2,4,2,2,1,3,1,4,8,2,1
"7147",3,3,5,1,8,2,1,2,1,2,1,3,3,8,7,1,3,2,1,8,5,1
"7148",6,4,3,1,8,2,1,2,1,2,1,3,3,7,8,1,3,2,1,8,5,3
"7149",3,3,5,1,8,2,1,2,1,2,1,2,2,8,8,1,3,2,1,8,5,3
"7150",3,4,3,1,3,2,1,2,1,2,1,2,3,8,7,1,3,2,1,8,5,5
"7151",3,3,3,1,3,2,1,2,1,2,1,2,2,8,7,1,3,2,1,8,5,3
"7152",6,3,3,1,8,2,1,2,1,2,1,2,2,8,8,1,3,2,1,8,5,1
"7153",4,3,4,1,6,2,2,1,11,1,1,2,3,8,8,1,3,3,5,8,4,2
"7154",6,3,3,1,9,2,1,2,1,2,1,3,3,7,8,1,3,2,1,8,5,5
"7155",4,3,5,1,9,2,1,2,1,2,1,2,3,8,7,1,3,2,1,8,5,3
"7156",4,4,3,1,8,2,1,2,1,2,1,2,3,8,7,1,3,2,1,8,5,3
"7157",6,3,5,1,9,2,1,2,1,2,1,2,2,8,7,1,3,2,1,8,5,5
"7158",1,3,4,1,6,2,2,1,3,1,1,3,2,8,8,1,3,3,5,8,3,2
"7159",6,3,5,1,8,2,1,2,1,2,1,3,3,8,7,1,3,2,1,8,5,3
"7160",3,3,3,1,8,2,1,2,1,2,1,3,3,8,8,1,3,2,1,8,5,1
"7161",4,3,5,1,8,2,1,2,1,2,1,3,3,7,8,1,3,2,1,8,5,1
"7162",1,3,4,1,6,2,2,1,11,1,1,3,3,8,8,1,3,3,5,8,4,2
"7163",6,3,5,1,9,2,1,2,1,2,1,2,2,7,7,1,3,2,1,8,5,5
"7164",3,4,3,1,9,2,1,2,1,2,1,3,2,8,8,1,3,2,1,8,5,5
"7165",3,3,3,1,9,2,1,2,1,2,1,3,2,7,8,1,3,2,1,8,5,1
"7166",3,4,5,1,5,2,1,1,12,1,3,2,4,2,2,1,3,1,4,8,2,1
"7167",1,1,4,1,6,2,2,1,3,1,1,2,3,8,8,1,3,3,5,8,4,2
"7168",3,3,3,1,3,2,1,2,1,2,1,2,2,7,7,1,3,2,1,8,5,5
"7169",4,3,5,1,3,2,1,2,1,2,1,3,2,7,7,1,3,2,1,8,5,3
"7170",4,3,4,1,6,2,2,1,8,1,1,3,2,8,8,1,3,3,5,8,3,2
"7171",4,4,5,1,3,2,1,2,1,2,1,2,2,7,7,1,3,2,1,8,5,3
"7172",6,3,3,1,8,2,1,2,1,2,1,2,2,7,7,1,3,2,1,8,5,3
"7173",1,3,5,1,6,1,1,1,12,1,1,3,3,6,6,1,2,2,5,9,2,3
"7174",4,4,5,1,3,2,1,2,1,2,1,3,2,7,8,1,3,2,1,8,5,3
"7175",3,4,5,1,8,2,1,2,1,2,1,2,2,8,8,1,3,2,1,8,5,3
"7176",6,3,5,1,6,1,1,1,6,1,1,3,3,6,6,1,1,2,5,1,2,3
"7177",4,3,5,1,3,2,1,2,1,2,1,2,2,7,8,1,3,2,1,8,5,3
"7178",4,3,5,1,3,2,1,2,1,2,1,2,2,7,7,1,3,2,1,8,5,1
"7179",4,3,5,1,8,2,1,2,1,2,1,2,3,7,7,1,3,2,1,8,5,5
"7180",4,3,5,1,8,2,1,2,1,2,1,3,3,7,8,1,3,2,1,8,5,5
"7181",3,4,2,2,6,2,1,1,11,1,2,3,3,8,8,1,3,3,5,8,6,5
"7182",3,3,5,1,6,1,1,1,6,1,1,3,3,6,6,1,1,2,5,4,2,3
"7183",1,3,9,1,6,2,2,1,3,1,1,2,2,8,8,1,3,3,5,8,3,2
"7184",4,3,3,1,8,2,1,2,1,2,1,3,3,7,7,1,3,2,1,8,5,5
"7185",1,3,4,1,6,2,2,1,11,1,1,3,3,8,8,1,3,3,5,8,3,2
"7186",4,4,3,1,9,2,1,2,1,2,1,2,2,7,8,1,3,2,1,8,5,5
"7187",4,4,5,1,8,2,1,2,1,2,1,3,3,8,8,1,3,2,1,8,5,1
"7188",6,3,5,1,6,1,1,1,7,1,1,3,3,6,6,1,2,2,5,9,2,3
"7189",6,3,3,1,9,2,1,2,1,2,1,2,3,8,8,1,3,2,1,8,5,5
"7190",6,3,5,1,3,2,1,2,1,2,1,2,3,7,7,1,3,2,1,8,5,1
"7191",3,3,3,1,9,2,1,2,1,2,1,2,3,8,8,1,3,2,1,8,5,3
"7192",3,4,3,1,8,2,1,2,1,2,1,3,3,7,7,1,3,2,1,8,5,5
"7193",6,4,3,1,8,2,1,2,1,2,1,2,3,7,7,1,3,2,1,8,5,5
"7194",4,3,3,1,3,2,1,2,1,2,1,2,2,8,8,1,3,2,1,8,5,1
"7195",4,4,5,1,6,2,1,1,11,1,2,4,4,5,5,1,3,3,5,8,6,1
"7196",3,3,3,1,3,2,1,2,1,2,1,3,3,8,8,1,3,2,1,8,5,1
"7197",4,3,5,1,8,2,1,2,1,2,1,2,2,7,8,1,3,2,1,8,5,5
"7198",3,4,5,1,9,2,1,2,1,2,1,3,3,8,8,1,3,2,1,8,5,5
"7199",3,3,3,1,3,2,1,2,1,2,1,2,3,7,7,1,3,2,1,8,5,1
"7200",4,1,4,1,6,2,2,1,11,1,1,3,3,8,8,1,3,3,5,8,3,2
"7201",4,3,5,1,3,2,1,2,1,2,1,3,2,8,7,1,3,2,1,8,5,1
"7202",1,1,9,1,6,2,2,1,8,1,1,2,3,8,8,1,3,3,5,8,4,2
"7203",4,3,3,1,9,2,1,2,1,2,1,2,2,7,8,1,3,2,1,8,5,3
"7204",6,3,4,1,6,2,2,1,8,1,1,2,2,8,8,1,3,3,5,8,3,2
"7205",4,3,5,1,6,1,1,1,12,1,1,3,3,6,6,1,2,2,5,9,2,3
"7206",4,3,3,1,3,2,1,2,1,2,1,2,3,8,7,1,3,2,1,8,5,5
"7207",4,4,5,1,3,2,1,2,1,2,1,3,3,8,7,1,3,2,1,8,5,3
"7208",4,1,4,1,6,2,2,1,3,1,1,2,2,8,8,1,3,3,5,8,3,2
"7209",6,3,5,1,9,2,1,2,1,2,1,3,3,7,7,1,3,2,1,8,5,3
"7210",4,4,5,1,8,2,1,2,1,2,1,3,3,8,7,1,3,2,1,8,5,3
"7211",6,1,9,1,6,2,2,1,3,1,1,2,3,8,8,1,3,3,5,8,3,2
"7212",4,4,3,1,3,2,1,2,1,2,1,2,3,7,8,1,3,2,1,8,5,5
"7213",4,3,3,1,3,2,1,2,1,2,1,2,3,7,7,1,3,2,1,8,5,3
"7214",4,3,3,1,3,2,1,2,1,2,1,2,2,7,8,1,3,2,1,8,5,3
"7215",4,4,3,1,8,2,1,2,1,2,1,2,3,8,8,1,3,2,1,8,5,5
"7216",4,4,5,1,8,2,1,2,1,2,1,3,3,7,8,1,3,2,1,8,5,5
"7217",4,3,4,1,6,2,2,1,3,1,1,2,2,8,8,1,3,3,5,8,3,2
"7218",4,4,5,1,3,2,1,2,1,2,1,2,2,7,7,1,3,2,1,8,5,5
"7219",4,3,3,1,3,2,1,2,1,2,1,3,3,8,7,1,3,2,1,8,5,3
"7220",6,3,4,1,6,2,2,1,11,1,1,3,2,8,8,1,3,3,5,8,3,2
"7221",3,3,5,1,6,1,1,1,12,1,1,3,3,6,6,1,2,2,5,9,5,3
"7222",4,3,4,1,6,2,2,1,3,1,1,2,3,8,8,1,3,3,5,8,3,2
"7223",6,3,3,1,8,2,1,2,1,2,1,2,3,8,7,1,3,2,1,8,5,5
"7224",4,3,5,1,3,2,1,2,1,2,1,3,3,8,8,1,3,2,1,8,5,1
"7225",4,3,5,1,8,2,1,2,1,2,1,3,2,8,7,1,3,2,1,8,5,5
"7226",6,3,4,1,6,2,2,1,8,1,1,2,3,8,8,1,3,3,5,8,4,2
"7227",4,4,3,1,8,2,1,2,1,2,1,2,2,7,7,1,3,2,1,8,5,5
"7228",3,3,5,1,6,1,1,1,6,1,1,3,3,6,6,1,2,2,5,9,5,3
"7229",4,3,9,1,6,2,2,1,11,1,1,2,2,8,8,1,3,3,5,8,3,2
"7230",3,4,3,1,5,2,1,1,12,1,3,2,4,2,2,1,3,1,4,8,2,1
"7231",1,3,4,1,6,2,2,1,3,1,1,2,2,8,8,1,3,3,5,8,4,2
"7232",3,4,5,1,9,2,1,2,1,2,1,3,2,8,8,1,3,2,1,8,5,5
"7233",1,3,5,1,6,1,1,1,7,1,1,3,3,6,6,1,1,2,5,1,2,3
"7234",1,3,4,1,6,2,2,1,11,1,1,2,3,8,8,1,3,3,5,8,3,2
"7235",4,3,5,1,6,1,1,1,6,1,1,3,3,6,6,1,2,2,5,9,2,3
"7236",1,3,4,1,6,2,2,1,8,1,1,2,2,8,8,1,3,3,5,8,3,2
"7237",4,3,5,1,3,2,1,2,1,2,1,2,3,8,8,1,3,2,1,8,5,3
"7238",4,4,5,1,9,2,1,2,1,2,1,3,2,7,8,1,3,2,1,8,5,5
"7239",3,3,5,1,6,1,1,1,6,1,1,3,3,6,6,1,1,2,5,5,2,3
"7240",4,3,3,1,9,2,1,2,1,2,1,2,2,7,7,1,3,2,1,8,5,5
"7241",3,3,3,1,9,2,1,2,1,2,1,3,2,8,7,1,3,2,1,8,5,5
"7242",4,3,5,1,9,2,1,2,1,2,1,3,2,7,7,1,3,2,1,8,5,3
"7243",4,3,5,1,8,2,1,2,1,2,1,3,2,8,7,1,3,2,1,8,5,3
"7244",1,3,5,1,6,1,1,1,12,1,1,3,3,6,6,1,2,2,5,9,5,3
"7245",4,1,4,1,6,2,2,1,11,1,1,2,2,8,8,1,3,3,5,8,4,2
"7246",1,3,5,1,6,1,1,1,7,1,1,3,3,6,6,1,2,2,5,5,2,3
"7247",4,3,5,1,8,2,1,2,1,2,1,2,3,7,8,1,3,2,1,8,5,3
"7248",4,4,3,1,8,2,1,2,1,2,1,3,2,8,7,1,3,2,1,8,5,3
"7249",4,4,3,1,9,2,1,2,1,2,1,2,3,7,7,1,3,2,1,8,5,5
"7250",4,3,5,1,9,2,1,2,1,2,1,3,3,7,7,1,3,2,1,8,5,3
"7251",3,3,5,1,6,1,1,1,6,1,1,3,3,6,6,1,2,2,5,4,2,3
"7252",4,3,3,1,9,2,1,2,1,2,1,3,3,8,8,1,3,2,1,8,5,1
"7253",6,3,5,1,6,1,1,1,7,1,1,3,3,6,6,1,2,2,5,5,5,3
"7254",4,3,5,1,9,2,1,2,1,2,1,2,2,8,7,1,3,2,1,8,5,1
"7255",4,3,9,1,6,2,2,1,8,1,1,3,3,8,8,1,3,3,5,8,4,2
"7256",4,4,3,1,3,2,1,2,1,2,1,3,3,8,7,1,3,2,1,8,5,1
"7257",4,4,5,1,3,2,1,2,1,2,1,2,2,7,8,1,3,2,1,8,5,1
"7258",4,1,4,1,6,2,2,1,3,1,1,3,3,8,8,1,3,3,5,8,4,2
"7259",3,3,5,1,9,2,1,2,1,2,1,2,3,7,8,1,3,2,1,8,5,5
"7260",6,3,4,1,6,2,2,1,11,1,1,3,3,8,8,1,3,3,5,8,3,2
"7261",4,4,5,1,3,2,1,2,1,2,1,3,2,7,8,1,3,2,1,8,5,5
"7262",3,3,3,1,3,2,1,2,1,2,1,3,2,7,7,1,3,2,1,8,5,1
"7263",6,1,9,1,6,2,2,1,8,1,1,2,2,8,8,1,3,3,5,8,3,2
"7264",4,4,5,1,8,2,1,2,1,2,1,2,3,8,8,1,3,2,1,8,5,3
"7265",3,4,5,1,5,1,1,1,11,1,3,2,4,2,2,1,3,1,4,8,2,1
"7266",1,1,4,1,6,2,2,1,11,1,1,3,3,8,8,1,3,3,5,8,3,2
"7267",4,4,3,1,9,2,1,2,1,2,1,2,2,8,7,1,3,2,1,8,5,5
"7268",6,4,3,1,8,2,1,2,1,2,1,2,3,7,7,1,3,2,1,8,5,1
"7269",4,3,3,1,9,2,1,2,1,2,1,2,2,8,7,1,3,2,1,8,5,3
"7270",4,1,4,1,6,2,2,1,3,1,1,3,2,8,8,1,3,3,5,8,3,2
"7271",4,1,9,1,6,2,2,1,8,1,1,3,3,8,8,1,3,3,5,8,4,2
"7272",4,4,3,1,8,2,1,2,1,2,1,3,2,8,8,1,3,2,1,8,5,1
"7273",4,3,4,1,6,2,2,1,3,1,1,3,3,8,8,1,3,3,5,8,3,2
"7274",4,3,5,1,3,2,1,2,1,2,1,3,2,7,8,1,3,2,1,8,5,1
"7275",4,4,5,1,9,2,1,2,1,2,1,3,3,7,8,1,3,2,1,8,5,3
"7276",4,3,9,1,6,2,2,1,11,1,1,2,3,8,8,1,3,3,5,8,4,2
"7277",4,4,3,1,9,2,1,2,1,2,1,2,2,7,8,1,3,2,1,8,5,3
"7278",1,3,9,1,6,2,2,1,11,1,1,2,3,8,8,1,3,3,5,8,4,2
"7279",4,3,5,1,9,2,1,2,1,2,1,3,2,7,7,1,3,2,1,8,5,1
"7280",6,3,9,1,6,2,2,1,11,1,1,3,2,8,8,1,3,3,5,8,3,2
"7281",1,3,5,1,6,1,1,1,6,1,1,3,3,6,6,1,2,2,5,4,5,3
"7282",4,3,5,1,8,2,1,2,1,2,1,2,3,8,7,1,3,2,1,8,5,1
"7283",4,4,3,1,3,2,1,2,1,2,1,3,2,7,8,1,3,2,1,8,5,5
"7284",6,1,9,1,6,2,2,1,11,1,1,3,3,8,8,1,3,3,5,8,3,2
"7285",6,4,3,1,5,1,1,1,12,1,3,2,4,2,2,1,3,1,4,8,2,1
"7286",4,3,3,1,9,2,1,2,1,2,1,2,2,7,8,1,3,2,1,8,5,5
"7287",4,3,5,1,3,2,1,2,1,2,1,2,2,8,8,1,3,2,1,8,5,3
"7288",4,4,5,1,9,2,1,2,1,2,1,3,3,7,8,1,3,2,1,8,5,5
"7289",4,3,3,1,3,2,1,2,1,2,1,3,2,8,8,1,3,2,1,8,5,1
"7290",4,3,5,1,6,1,1,1,7,1,1,3,3,6,6,1,1,2,5,1,2,3
"7291",4,4,5,1,3,2,1,2,1,2,1,2,3,7,8,1,3,2,1,8,5,3
"7292",3,4,5,1,6,2,1,1,11,1,2,4,4,5,5,1,3,3,5,8,6,1
"7293",4,3,4,1,6,2,2,1,11,1,1,3,3,8,8,1,3,3,5,8,3,2
"7294",3,4,3,1,9,2,1,2,1,2,1,2,2,8,7,1,3,2,1,8,5,3
"7295",4,4,10,1,6,2,2,2,12,1,3,4,4,9,9,1,4,2,1,8,2,3
"7296",4,4,3,1,9,2,1,2,1,2,1,3,3,7,8,1,3,2,1,8,5,5
"7297",4,3,3,1,8,2,1,2,1,2,1,2,2,7,7,1,3,2,1,8,5,3
"7298",4,4,3,1,8,2,1,2,1,2,1,3,2,7,7,1,3,2,1,8,5,3
"7299",1,3,5,1,6,1,1,1,7,1,1,3,3,6,6,1,1,2,5,4,2,3
"7300",6,3,4,2,6,2,1,1,11,1,2,3,3,8,8,1,3,3,5,8,6,5
"7301",4,3,4,1,6,2,2,1,8,1,1,2,3,8,8,1,3,3,5,8,3,2
"7302",3,4,3,1,8,2,1,2,1,2,1,3,2,7,8,1,3,2,1,8,5,5
"7303",4,3,3,1,8,2,1,2,1,2,1,2,2,8,8,1,3,2,1,8,5,5
"7304",4,4,3,1,8,2,1,2,1,2,1,3,3,8,8,1,3,2,1,8,5,3
"7305",1,1,9,1,6,2,2,1,11,1,1,2,2,8,8,1,3,3,5,8,3,2
"7306",3,3,5,1,6,1,1,1,6,1,1,3,3,6,6,1,2,2,5,5,2,3
"7307",4,3,5,1,9,2,1,2,1,2,1,2,2,8,8,1,3,2,1,8,5,5
"7308",4,3,3,1,3,2,1,2,1,2,1,3,3,7,8,1,3,2,1,8,5,1
"7309",6,1,9,1,6,2,2,1,3,1,1,2,3,8,8,1,3,3,5,8,4,2
"7310",4,4,3,1,9,2,1,2,1,2,1,3,2,8,8,1,3,2,1,8,5,3
"7311",6,1,9,1,6,2,2,1,3,1,1,3,3,8,8,1,3,3,5,8,4,2
"7312",4,4,3,1,9,2,1,2,1,2,1,3,3,8,7,1,3,2,1,8,5,3
"7313",4,4,5,1,8,2,1,2,1,2,1,3,2,8,8,1,3,2,1,8,5,5
"7314",6,3,4,1,6,2,2,1,8,1,1,2,3,8,8,1,3,3,5,8,3,2
"7315",6,3,9,1,6,2,2,1,3,1,1,3,2,8,8,1,3,3,5,8,3,2
"7316",4,4,5,1,3,2,1,2,1,2,1,2,2,8,8,1,3,2,1,8,5,1
"7317",4,3,5,1,3,2,1,2,1,2,1,2,3,8,7,1,3,2,1,8,5,3
"7318",4,3,3,1,8,2,1,2,1,2,1,2,3,7,8,1,3,2,1,8,5,1
"7319",1,1,9,1,6,2,2,1,8,1,1,2,2,8,8,1,3,3,5,8,3,2
"7320",3,3,5,1,3,2,1,2,1,2,1,3,2,7,8,1,3,2,1,8,5,5
"7321",4,3,3,1,9,2,1,2,1,2,1,2,2,7,8,1,3,2,1,8,5,1
"7322",4,3,5,1,3,2,1,2,1,2,1,3,3,7,7,1,3,2,1,8,5,3
"7323",6,4,5,1,5,2,1,1,12,1,3,2,4,2,2,1,3,1,4,8,2,1
"7324",4,4,5,1,3,2,1,2,1,2,1,2,3,8,7,1,3,2,1,8,5,3
"7325",3,3,5,1,6,1,1,1,7,1,1,3,3,6,6,1,1,2,5,9,2,3
"7326",6,4,3,1,3,2,1,2,1,2,1,3,3,7,8,1,3,2,1,8,5,1
"7327",3,3,5,1,6,1,1,1,12,1,1,3,3,6,6,1,1,2,5,9,5,3
"7328",1,3,9,1,6,2,2,1,3,1,1,3,3,8,8,1,3,3,5,8,3,2
"7329",1,3,4,1,6,2,2,1,8,1,1,3,3,8,8,1,3,3,5,8,3,2
"7330",4,4,3,1,8,2,1,2,1,2,1,2,2,8,7,1,3,2,1,8,5,3
"7331",4,3,5,1,9,2,1,2,1,2,1,2,2,8,8,1,3,2,1,8,5,1
"7332",4,3,3,1,3,2,1,2,1,2,1,3,3,7,8,1,3,2,1,8,5,5
"7333",4,3,3,1,9,2,1,2,1,2,1,2,2,7,7,1,3,2,1,8,5,1
"7334",1,1,9,1,6,2,2,1,3,1,1,3,3,8,8,1,3,3,5,8,4,2
"7335",4,3,4,1,6,2,2,1,8,1,1,3,3,8,8,1,3,3,5,8,3,2
"7336",3,4,3,1,5,2,1,1,11,1,3,2,4,2,2,1,3,1,4,8,2,1
"7337",4,4,5,1,3,2,1,2,1,2,1,3,3,8,7,1,3,2,1,8,5,1
"7338",4,4,5,1,3,2,1,2,1,2,1,3,2,7,7,1,3,2,1,8,5,5
"7339",3,3,3,1,9,2,1,2,1,2,1,3,3,8,8,1,3,2,1,8,5,1
"7340",6,3,5,1,8,2,1,2,1,2,1,3,2,7,7,1,3,2,1,8,5,1
"7341",4,4,5,1,8,2,1,2,1,2,1,2,2,7,7,1,3,2,1,8,5,5
"7342",4,4,2,1,5,2,1,1,12,1,3,2,4,2,2,1,3,1,4,8,2,1
"7343",4,4,5,1,8,2,1,2,1,2,1,3,2,7,8,1,3,2,1,8,5,1
"7344",4,3,9,1,6,2,2,1,3,1,1,3,3,8,8,1,3,3,5,8,3,2
"7345",3,4,5,1,9,2,1,2,1,2,1,2,2,8,7,1,3,2,1,8,5,3
"7346",1,1,4,1,6,2,2,1,8,1,1,3,3,8,8,1,3,3,5,8,4,2
"7347",3,3,3,1,3,2,1,2,1,2,1,3,2,8,8,1,3,2,1,8,5,1
"7348",4,3,3,1,9,2,1,2,1,2,1,2,2,7,7,1,3,2,1,8,5,3
"7349",4,3,4,1,6,2,2,1,8,1,1,2,3,8,8,1,3,3,5,8,4,2
"7350",6,3,4,1,6,2,2,1,8,1,1,3,3,8,8,1,3,3,5,8,4,2
"7351",4,3,3,1,9,2,1,2,1,2,1,2,3,8,7,1,3,2,1,8,5,3
"7352",4,3,5,1,6,1,1,1,6,1,1,3,3,6,6,1,1,2,5,9,2,3
"7353",3,4,6,2,6,2,1,1,11,1,2,3,3,8,8,1,3,3,5,8,6,5
"7354",1,3,9,1,6,2,2,1,3,1,1,3,2,8,8,1,3,3,5,8,3,2
"7355",3,4,5,1,8,2,1,2,1,2,1,3,2,7,8,1,3,2,1,8,5,3
"7356",3,3,3,1,3,2,1,2,1,2,1,2,2,8,7,1,3,2,1,8,5,5
"7357",4,3,3,1,3,2,1,2,1,2,1,3,3,7,7,1,3,2,1,8,5,3
"7358",4,1,4,1,6,2,2,1,8,1,1,3,3,8,8,1,3,3,5,8,3,2
"7359",6,1,9,1,6,2,2,1,8,1,1,2,2,8,8,1,3,3,5,8,4,2
"7360",6,3,2,2,6,2,1,1,11,1,2,3,3,8,8,1,3,3,5,8,6,5
"7361",4,1,4,1,6,2,2,1,11,1,1,3,3,8,8,1,3,3,5,8,4,2
"7362",4,3,3,1,9,2,1,2,1,2,1,3,3,7,8,1,3,2,1,8,5,3
"7363",4,4,3,1,9,2,1,2,1,2,1,3,3,8,7,1,3,2,1,8,5,5
"7364",4,3,5,1,9,2,1,2,1,2,1,3,3,8,7,1,3,2,1,8,5,5
"7365",6,4,3,1,3,2,1,2,1,2,1,3,2,8,7,1,3,2,1,8,5,5
"7366",4,3,5,1,6,1,1,1,7,1,1,3,3,6,6,1,2,2,5,5,2,3
"7367",3,4,10,1,6,2,2,2,11,1,3,4,4,9,9,1,4,2,1,8,2,3
"7368",6,4,2,1,5,1,1,1,11,1,3,2,4,2,2,1,3,1,4,8,2,1
"7369",6,3,5,1,9,2,1,2,1,2,1,3,3,8,8,1,3,2,1,8,5,1
"7370",6,4,6,2,6,2,1,1,11,1,2,3,3,8,8,1,3,3,5,8,5,5
"7371",4,4,5,1,8,2,1,2,1,2,1,3,2,7,7,1,3,2,1,8,5,5
"7372",4,3,4,1,6,2,2,1,3,1,1,3,2,8,8,1,3,3,5,8,3,2
"7373",1,3,4,1,6,2,2,1,8,1,1,3,2,8,8,1,3,3,5,8,4,2
"7374",4,3,3,1,3,2,1,2,1,2,1,2,3,7,8,1,3,2,1,8,5,5
"7375",6,3,5,1,6,1,1,1,7,1,1,3,3,6,6,1,1,2,5,1,5,3
"7376",1,3,5,1,6,1,1,1,7,1,1,3,3,6,6,1,1,2,5,1,5,3
