"","V1"
"7162",1
"7163",2
"7164",2
"7165",2
"7166",2
"7167",1
"7168",2
"7169",2
"7170",1
"7171",2
"7172",2
"7173",1
"7174",2
"7175",2
"7176",1
"7177",2
"7178",2
"7179",2
"7180",2
"7181",1
"7182",1
"7183",1
"7184",2
"7185",1
"7186",2
"7187",2
"7188",1
"7189",2
"7190",2
"7191",2
"7192",2
"7193",2
"7194",2
"7195",1
"7196",2
"7197",2
"7198",2
"7199",2
"7200",1
"7201",2
"7202",1
"7203",2
"7204",1
"7205",1
"7206",2
"7207",2
"7208",1
"7209",2
"7210",2
"7211",1
"7212",2
"7213",2
"7214",2
"7215",2
"7216",2
"7217",1
"7218",2
"7219",2
"7220",1
"7221",1
"7222",1
"7223",2
"7224",2
"7225",2
"7226",1
"7227",2
"7228",1
"7229",1
"7230",2
"7231",1
"7232",2
"7233",1
"7234",1
"7235",1
"7236",1
"7237",2
"7238",2
"7239",1
"7240",2
"7241",2
"7242",2
"7243",2
"7244",1
"7245",1
"7246",1
"7247",2
"7248",2
"7249",2
"7250",2
"7251",1
"7252",2
"7253",1
"7254",2
"7255",1
"7256",2
"7257",2
"7258",1
"7259",2
"7260",1
"7261",2
"7262",2
"7263",1
"7264",2
"7265",2
"7266",1
"7267",2
"7268",2
"7269",2
"7270",1
"7271",1
"7272",2
"7273",1
"7274",2
"7275",2
"7276",1
"7277",2
"7278",1
"7279",2
"7280",1
"7281",1
"7282",2
"7283",2
"7284",1
"7285",2
"7286",2
"7287",2
"7288",2
"7289",2
"7290",1
"7291",2
"7292",1
"7293",1
"7294",2
"7295",2
"7296",2
"7297",2
"7298",2
"7299",1
"7300",1
"7301",1
"7302",2
"7303",2
"7304",2
"7305",1
"7306",1
"7307",2
"7308",2
"7309",1
"7310",2
"7311",1
"7312",2
"7313",2
"7314",1
"7315",1
"7316",2
"7317",2
"7318",2
"7319",1
"7320",2
"7321",2
"7322",2
"7323",2
"7324",2
"7325",1
"7326",2
"7327",1
"7328",1
"7329",1
"7330",2
"7331",2
"7332",2
"7333",2
"7334",1
"7335",1
"7336",2
"7337",2
"7338",2
"7339",2
"7340",2
"7341",2
"7342",2
"7343",2
"7344",1
"7345",2
"7346",1
"7347",2
"7348",2
"7349",1
"7350",1
"7351",2
"7352",1
"7353",1
"7354",1
"7355",2
"7356",2
"7357",2
"7358",1
"7359",1
"7360",1
"7361",1
"7362",2
"7363",2
"7364",2
"7365",2
"7366",1
"7367",2
"7368",2
"7369",2
"7370",1
"7371",2
"7372",1
"7373",1
"7374",2
"7375",1
"7376",1
"7377",1
"7378",1
"7379",2
"7380",2
"7381",2
"7382",2
"7383",2
"7384",2
"7385",1
"7386",2
"7387",2
"7388",1
"7389",2
"7390",1
"7391",1
"7392",2
"7393",2
"7394",2
"7395",2
"7396",2
"7397",2
"7398",1
"7399",2
"7400",1
"7401",2
"7402",2
"7403",2
"7404",1
"7405",1
"7406",2
"7407",1
"7408",2
"7409",2
"7410",2
"7411",1
"7412",1
"7413",1
"7414",2
"7415",1
"7416",1
"7417",2
"7418",1
"7419",2
"7420",2
"7421",2
"7422",1
"7423",2
"7424",2
"7425",1
"7426",2
"7427",2
"7428",2
"7429",2
"7430",2
"7431",2
"7432",1
"7433",2
"7434",1
"7435",2
"7436",2
"7437",1
"7438",2
"7439",1
"7440",1
"7441",2
"7442",2
"7443",1
"7444",1
"7445",1
"7446",1
"7447",2
"7448",2
"7449",1
"7450",1
"7451",2
"7452",2
"7453",2
"7454",2
"7455",1
"7456",2
"7457",2
"7458",2
"7459",1
"7460",1
"7461",2
"7462",2
"7463",1
"7464",2
"7465",2
"7466",2
"7467",1
"7468",1
"7469",2
"7470",2
"7471",2
"7472",2
"7473",2
"7474",2
"7475",2
"7476",2
"7477",2
"7478",2
"7479",1
"7480",2
"7481",1
"7482",2
"7483",2
"7484",2
"7485",2
"7486",1
"7487",2
"7488",2
"7489",2
"7490",1
"7491",2
"7492",2
"7493",2
"7494",2
"7495",2
"7496",2
"7497",2
"7498",1
"7499",1
"7500",1
"7501",2
"7502",2
"7503",2
"7504",2
"7505",2
"7506",2
"7507",2
"7508",2
"7509",2
"7510",1
"7511",2
"7512",2
"7513",1
"7514",1
"7515",2
"7516",1
"7517",2
"7518",2
"7519",2
"7520",2
"7521",2
"7522",1
"7523",1
"7524",1
"7525",2
"7526",1
"7527",2
"7528",1
"7529",1
"7530",2
"7531",1
"7532",1
"7533",1
"7534",1
"7535",1
"7536",2
"7537",1
"7538",2
"7539",2
"7540",1
"7541",1
"7542",1
"7543",1
"7544",2
"7545",2
"7546",2
"7547",1
"7548",1
"7549",2
"7550",1
"7551",2
"7552",1
"7553",2
"7554",2
"7555",1
"7556",2
"7557",2
"7558",1
"7559",1
"7560",1
"7561",1
"7562",2
"7563",2
"7564",1
"7565",2
"7566",1
"7567",2
"7568",2
"7569",2
"7570",1
"7571",2
"7572",2
"7573",1
"7574",2
"7575",2
"7576",1
"7577",2
"7578",2
"7579",2
"7580",2
"7581",1
"7582",2
"7583",2
"7584",1
"7585",1
"7586",1
"7587",2
"7588",2
"7589",2
"7590",1
"7591",2
"7592",2
"7593",1
"7594",2
"7595",2
"7596",2
"7597",1
"7598",2
"7599",2
"7600",2
"7601",2
"7602",1
"7603",2
"7604",1
"7605",2
"7606",2
"7607",2
"7608",2
"7609",1
"7610",1
"7611",2
"7612",1
"7613",2
"7614",2
"7615",1
"7616",2
"7617",1
"7618",2
"7619",2
"7620",2
"7621",2
"7622",1
"7623",1
"7624",2
"7625",2
"7626",1
"7627",1
"7628",2
"7629",2
"7630",1
"7631",1
"7632",1
"7633",2
"7634",2
"7635",2
"7636",1
"7637",2
"7638",2
"7639",2
"7640",1
"7641",1
"7642",1
"7643",1
"7644",1
"7645",2
"7646",2
"7647",2
"7648",2
"7649",1
"7650",1
"7651",1
"7652",1
"7653",2
"7654",2
"7655",2
"7656",2
"7657",2
"7658",1
"7659",1
"7660",2
"7661",2
"7662",1
"7663",2
"7664",1
"7665",1
"7666",2
"7667",2
"7668",2
"7669",2
"7670",2
"7671",1
"7672",2
"7673",1
"7674",1
"7675",2
"7676",2
"7677",2
"7678",1
"7679",2
"7680",1
"7681",2
"7682",1
"7683",2
"7684",2
"7685",1
"7686",2
"7687",2
"7688",1
"7689",1
"7690",2
"7691",2
"7692",1
"7693",2
"7694",2
"7695",2
"7696",2
"7697",2
"7698",1
"7699",1
"7700",2
"7701",1
"7702",1
"7703",2
"7704",1
"7705",1
"7706",2
"7707",2
"7708",2
"7709",2
"7710",1
"7711",2
"7712",1
"7713",2
"7714",2
"7715",2
"7716",1
"7717",1
"7718",2
"7719",2
"7720",1
"7721",1
"7722",2
"7723",1
"7724",1
"7725",1
"7726",2
"7727",2
"7728",2
"7729",1
"7730",2
"7731",2
"7732",2
"7733",2
"7734",2
"7735",2
"7736",1
"7737",1
"7738",2
"7739",2
"7740",1
"7741",1
"7742",2
"7743",1
"7744",1
"7745",1
"7746",1
"7747",1
"7748",1
"7749",1
"7750",2
"7751",2
"7752",1
"7753",1
"7754",2
"7755",2
"7756",2
"7757",2
"7758",2
"7759",1
"7760",2
"7761",1
"7762",1
"7763",1
"7764",2
"7765",1
"7766",2
"7767",2
"7768",2
"7769",1
"7770",2
"7771",2
"7772",1
"7773",2
"7774",2
"7775",2
"7776",1
"7777",1
"7778",2
"7779",1
"7780",2
"7781",2
"7782",1
"7783",1
"7784",2
"7785",2
"7786",2
"7787",2
"7788",1
"7789",2
"7790",1
"7791",1
"7792",2
"7793",2
"7794",2
"7795",1
"7796",2
"7797",1
"7798",2
"7799",2
"7800",2
"7801",2
"7802",2
"7803",1
"7804",2
"7805",2
"7806",2
"7807",1
"7808",2
"7809",1
"7810",1
"7811",1
"7812",2
"7813",1
"7814",1
"7815",2
"7816",2
"7817",1
"7818",1
"7819",2
"7820",2
"7821",2
"7822",2
"7823",1
"7824",2
"7825",1
"7826",2
"7827",2
"7828",1
"7829",1
"7830",1
"7831",1
"7832",2
"7833",1
"7834",1
"7835",2
"7836",1
"7837",2
"7838",1
"7839",2
"7840",1
"7841",2
"7842",1
"7843",1
"7844",1
"7845",1
"7846",2
"7847",1
"7848",2
"7849",2
"7850",2
"7851",2
"7852",2
"7853",2
"7854",1
"7855",2
"7856",2
"7857",2
"7858",1
"7859",1
"7860",1
"7861",2
"7862",2
"7863",2
"7864",2
"7865",2
"7866",1
"7867",1
"7868",2
"7869",2
"7870",1
"7871",1
"7872",1
"7873",2
"7874",2
"7875",2
"7876",2
"7877",2
"7878",1
"7879",2
"7880",2
"7881",2
"7882",1
"7883",2
"7884",2
"7885",2
"7886",1
"7887",1
"7888",2
"7889",2
"7890",1
"7891",2
"7892",2
"7893",1
"7894",1
"7895",1
"7896",2
"7897",2
"7898",1
"7899",2
"7900",1
"7901",2
"7902",2
"7903",2
"7904",1
"7905",1
"7906",2
"7907",1
"7908",2
"7909",1
"7910",2
"7911",1
"7912",1
"7913",1
"7914",2
"7915",1
"7916",1
"7917",2
"7918",1
"7919",1
"7920",2
"7921",1
"7922",1
"7923",2
"7924",2
"7925",2
"7926",2
"7927",1
"7928",2
"7929",1
"7930",2
"7931",1
"7932",2
"7933",1
"7934",2
"7935",2
"7936",2
"7937",1
"7938",1
"7939",1
"7940",1
"7941",2
"7942",2
"7943",2
"7944",1
"7945",1
"7946",1
"7947",2
"7948",2
"7949",2
"7950",2
"7951",2
"7952",1
"7953",1
"7954",1
"7955",1
"7956",1
"7957",1
"7958",1
"7959",2
"7960",1
"7961",2
"7962",2
"7963",2
"7964",1
"7965",1
"7966",1
"7967",2
"7968",2
"7969",2
"7970",1
"7971",1
"7972",1
"7973",2
"7974",1
"7975",1
"7976",1
"7977",1
"7978",2
"7979",1
"7980",2
"7981",2
"7982",2
"7983",1
"7984",1
"7985",1
"7986",1
"7987",2
"7988",1
"7989",2
"7990",2
"7991",1
"7992",2
"7993",1
"7994",1
"7995",2
"7996",1
"7997",2
"7998",2
"7999",1
"8000",1
"8001",1
"8002",1
"8003",1
"8004",2
"8005",2
"8006",2
"8007",2
"8008",2
"8009",1
"8010",1
"8011",1
"8012",2
"8013",1
"8014",1
"8015",1
"8016",2
"8017",1
"8018",1
"8019",1
"8020",2
"8021",2
"8022",2
"8023",2
"8024",2
"8025",1
"8026",1
"8027",2
"8028",2
"8029",1
"8030",1
"8031",2
"8032",2
"8033",2
"8034",1
"8035",1
"8036",1
"8037",2
"8038",1
"8039",2
"8040",1
"8041",2
"8042",1
"8043",1
"8044",1
"8045",2
"8046",1
"8047",2
"8048",2
"8049",2
"8050",2
"8051",1
"8052",1
"8053",2
"8054",1
"8055",1
"8056",1
"8057",1
"8058",2
"8059",2
"8060",2
"8061",2
"8062",2
"8063",1
"8064",2
"8065",1
"8066",2
"8067",1
"8068",1
"8069",1
"8070",2
"8071",1
"8072",2
"8073",1
"8074",1
"8075",1
"8076",1
"8077",1
"8078",1
"8079",2
"8080",2
"8081",2
"8082",2
"8083",2
"8084",1
"8085",1
"8086",1
"8087",2
"8088",1
"8089",2
"8090",2
"8091",2
"8092",2
"8093",2
"8094",1
"8095",2
"8096",1
"8097",2
"8098",2
"8099",1
"8100",1
"8101",2
"8102",1
"8103",1
"8104",1
"8105",1
"8106",1
"8107",1
"8108",2
"8109",1
"8110",1
"8111",1
"8112",1
"8113",2
"8114",2
"8115",1
"8116",2
"8117",2
"8118",2
"8119",1
"8120",1
"8121",1
"8122",2
"8123",1
